geography,corrupt_government_yes_2019,corrupt_government_no_2019,corrupt_government_yes_2009,corrupt_government_no_2009,corrupt_bussinesses_yes_2019,corrupt_bussinesses_no_2019,corrupt_bussinesses_yes_2009,corrupt_bussinesses_no_2009,smile_laugh_yes_2019,smile_laugh_no_2019,smile_laugh_yes_2009,smile_laugh_no_2009,rested_yes_2019,rested_no_2019,rested_yes_2009,rested_no_2009,enjoyment_yes_2019,enjoyment_no_2019,enjoyment_yes_2009,enjoyment_no_2009,physical_pain_yes_2019,physical_pain_no_2019,physical_pain_yes_2009,physical_pain_no_2009,worry_yes_2019,worry_no_2019,worry_yes_2009,worry_no_2009,stress_yes_2019,stress_no_2019,stress_yes_2009,stress_no_2009,sadness_yes_2019,sadness_no_2019,sadness_yes_2009,sadness_no_2009,anger_yes_2019,anger_no_2019,anger_yes_2009,anger_no_2009,stranger_return_bag_very_likely_2019,stranger_return_bag_somewhat_likely_2019,stranger_return_bag_not_likely_at_all_2019,police_return_bag_very_likely_2019,police_return_bag_somewhat_likely_2019,police_return_bag_not_likely_at_all_2019,neighbor_return_bag_very_likely_2019,neighbor_return_bag_somewhat_likely_2019,neighbor_return_bag_not_likely_at_all_2019,positive_index_2019,positive_index_2010,negative_index_2019,negative_index_2010,mean_empathic_concern,mean_perspective_taking,mean_total_empathy,patience,risktaking,posrecip,negrecip,altruism,trust,intentions,social,temp,precip,distcr,kgatrstr,western,wb_ssa,wb_mena,wb_eca,wb_sas,wb_eap,wb_nam,wb_lac,reli_b_prot_2000,rugged,ctfp_ave,ln_total_conflicts_prio,abslat,ln_patents_ave,lngdp_ave,mean_prediction_ftr,island,geo_conditions,bio_conditions,hfs_idv,CSIPost1500Ex_aa,ASIPost1500Ex_aa,wvs_important_risk,wvs_important_serve_society,wvs_trust,wvs_child_save,family_ties_pca,nopndrop_wals_w,volunteering_gdp,hofstede_lto,hofstede_idv,hofstede_uai,ln_articles,europe_west,europe_east,cpi_score_2012,cpi_score_2013,cpi_score_2014,cpi_score_2015,cpi_score_2016,cpi_score_2017,cpi_score_2018,cpi_score_2019
Sweden,0.20010270246441406,0.7121575027883176,0.18378538518832063,0.6293134494779651,0.24716233312246566,0.6390553627299772,0.2738238971935989,0.5267491535665327,0.7801475934012843,0.20510496753100158,0.7825328180498555,0.18511447959158442,0.6362571145572947,0.36168864042604276,0.6384139605931644,0.34914781025003183,0.8501149818021878,0.14053998146170782,0.8706795782595528,0.11413738364574648,0.22984063397424667,0.7689644845314008,0.20095050518871704,0.7915644866063587,0.3086497288001949,0.6884275130209584,0.19498992077303098,0.7993364485346726,0.33279810313314506,0.6658352929131471,0.2832256615854586,0.7086635291289817,0.1804362856368159,0.7906843016899855,0.13312308602040857,0.856816631547299,0.114597334197386,0.8837896397619793,0.12301732866476098,0.8714292644311402,0.05517351015212775,0.5620169230882338,0.3760217442799292,0.8191361083467127,0.16327166877776464,0.01564717793315535,0.7557945895817691,0.21438184422445453,0.02819872452052963,77.58791534854994,78.36528609153481,23.326441714835727,21.181041585493,3.4,3.49,3.45,1.0714523792266846,0.05185330659151077,-0.027697507292032242,-0.09452004730701447,-0.16685828566551208,0.30693086981773376,6.235335350036621,0.05341845005750656,2.0572423934936523,52.32355499267578,0.16026899218559265,0,0,0,0,1,0,0,0,0,0.629,0.7154700717927625,0.9770501852035522,2.3025851249694824,59.33333206176758,7.80429220199585,10.613358497619629,0,0,1.6312999725341797,1.3883999586105347,71,2678.342529296875,866.9019775390625,2.0409648418426514,3.126984119415283,0.6423026919364929,0.3909260332584381,-0.5361794233322144,0.9401257939171046,4.409999847412109,53,71,29,0.6805315613746643,1,0,88,89,87,89,88,84,85,85
Switzerland,0.24264168257352237,0.6463501363196918,0.25412412362618547,0.5975498240211643,0.2682836921485672,0.6082572315793775,0.3121720434047035,0.5296805408272764,0.7711055194890942,0.22165280824002123,0.7406940305116698,0.2393965615696715,0.7173305038566506,0.28232348343159197,0.6249695651150322,0.3683189582150422,0.8200275718834329,0.17997242811656716,0.8237259110927287,0.17067070980933302,0.21988451239744705,0.780115487602553,0.2082411554557803,0.7905995543120685,0.21238185087575953,0.7788458311093894,0.29567368086820484,0.7006418258966779,0.36521284780181523,0.6309424207093093,0.36565479649295557,0.6278094374146308,0.14463802296696,0.8537216772845733,0.1631114440632901,0.8337608280687632,0.15429526030971463,0.8445495448736512,0.14322722568162471,0.8527166405550743,0.10930622091152621,0.5464752814972748,0.34025277297324963,0.8440685957565354,0.12110448684528703,0.027831592454513113,0.7326607563155604,0.19398469074249763,0.07133337898983996,77.63230520180007,NA,21.92824988703389,NA,3.57,3.54,3.56,0.6697421073913574,-0.019343413412570953,0.125156968832016,-0.010735603049397469,0.09470735490322113,0.08828393369913101,5.635744094848633,0.14358361065387726,6.882959365844727,93.59022521972656,0.12344300001859665,0,0,0,0,1,0,0,0,0,0.404,4.761174758093849,0.9693713188171387,1.0986123085021973,46.95000076293945,7.416077613830566,10.868308067321777,0.3421286642551422,0,1.6847000122070312,1.3883999586105347,68,3811.909423828125,1436.0562744140625,1.7210056781768799,NA,0.43759822845458984,0.34181156754493713,-0.3953050673007965,0.7241307171061635,NA,74,68,58,0.6711005568504333,1,0,86,85,86,86,86,85,85,85
Syria,NA,NA,0.4259899589239228,0.28357218638399073,NA,NA,0.5680144970723011,0.1881305022479348,NA,NA,0.5523853004355611,0.4361251801842579,NA,NA,0.6534522779449904,0.33800798042992336,NA,NA,0.5959664368819062,0.3885995366357311,NA,NA,0.3258073616311121,0.6728212426401057,NA,NA,0.32745470421554596,0.6669948727301946,NA,NA,0.4073206119373369,0.5880422361138468,NA,NA,0.23914316227445967,0.7557217321825629,NA,NA,0.3134469453933518,0.6802764757440644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.237803871971714,NA,24.030181991814672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,17,20,18,13,14,13,13
Taiwan,0.6474855409033022,0.21749073050408774,NA,NA,0.5487480357545493,0.2574409899570926,NA,NA,0.8495327499637599,0.14025631304373942,NA,NA,0.7868998094038205,0.2125932122327848,NA,NA,0.8493147013728142,0.13803611874589858,NA,NA,0.12215281447875255,0.8776396756417031,NA,NA,0.1315423980864935,0.8677509473760607,NA,NA,0.25948542813782133,0.7382354270393668,NA,NA,0.050738611029175394,0.9492613889708246,NA,NA,0.0985881777739053,0.9002585634032885,NA,NA,0.06459009883465527,0.5780119215331272,0.33586496286547474,0.6466855036287571,0.3071356415348821,0.025957142431542467,0.4236431372618698,0.47199048281198663,0.07658644131189095,79.44947986893455,76.95889741366395,13.250148590122931,17.236484813026916,3.82,3.6,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,61,62,61,63,63,65
Tajikistan,NA,NA,0.38453399605869465,0.1619599792009876,0.31365398223525526,0.32641784049815237,0.5622884594268468,0.1199525401858724,0.7617503749376463,0.20196554487614596,0.500180458211341,0.39637606066481434,0.8446450361781075,0.15077633124282536,0.6101186520838562,0.3603400625302702,0.6453674681905731,0.3213963881751383,0.5803011702274906,0.3829569899887124,0.24899404515588938,0.7482000519689365,0.24438434054734431,0.7517199442325289,0.22315193937427957,0.7684680382049518,0.22462795529976545,0.7562200215675974,0.2254134248729577,0.7720112013209245,0.23592080795049106,0.7389105600264939,0.15872431248139102,0.834471021513285,0.14392925024653558,0.8359100972778497,0.1524703191871159,0.8407566272711806,0.22765565999910212,0.7466416508893091,0.06395097264767569,0.28923151483351944,0.5347272008606216,0.5606984159901497,0.25681442215837136,0.10019979942472398,0.444523057453927,0.3592566495547188,0.1344453488051281,74.03389609951074,57.30773207087372,20.175080821432594,21.006743242259475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,23,26,25,21,25,25
Tanzania,0.5111362041812606,0.3977397042167321,0.8946351674560955,0.10128425797736443,0.5512999769665694,0.34673801683818056,0.9042185135974528,0.09325948702676465,0.7884387839706676,0.20804528866777905,0.793645436507559,0.20635456349244105,0.7242879389291074,0.2681192653278805,0.775583866292021,0.224416133707979,0.659208925789118,0.33786724396737067,0.793645436507559,0.20635456349244105,0.4502543793312592,0.547027813942711,0.22314339856421722,0.7768566014357828,0.28434244571369865,0.7136653976633442,0.18648018613680267,0.8135198138631974,0.5912458411767579,0.4001164513910558,0.2502316377662438,0.7497683622337562,0.26416311079711935,0.7341319947020623,0.174625645938009,0.825374354061991,0.18085310929155718,0.8176204320010729,0.12047648237271615,0.8795235176272839,0.13087901604135696,0.2823315280171721,0.5204027899588678,0.44700584317196695,0.28076686770311005,0.21633072346612875,0.2530918517490941,0.38481980288378465,0.31097775669027483,71.64567894846547,70.70723344867748,35.41717772620787,18.004046056970612,NA,NA,NA,-0.324980229139328,0.49186715483665466,-0.886457085609436,0.040648460388183594,-0.4567192494869232,-0.14714427292346954,4.990134239196777,-0.7137474417686462,22.456844329833984,86.05461883544922,0.4773949980735779,0.9305241703987122,0,1,0,0,0,0,0,0,0.244,0.6774514906479073,0.20800264179706573,0,6.849999904632568,NA,5.945919990539551,1,0,-0.84579998254776,-0.8167999982833862,25,4029.33349609375,1864.3055419921875,NA,NA,0.08093525469303131,0.5354397892951965,0.23800383508205414,0.0018240298377349973,3.7799999713897705,34,25,50,NA,0,0,35,33,31,30,32,36,36,37
Thailand,0.7168868605525087,0.09540912267804891,0.827461447078869,0.08309317119011773,0.743142728370516,0.10626064887355299,0.8345533591239868,0.09174844560229262,0.8512355416410907,0.14222223432580258,0.8736208942968706,0.11937050623425183,0.7777389239635544,0.2213051206739885,0.8083802214036746,0.1911752001444862,0.8207931474220719,0.17156546091850594,0.8615906705343189,0.1328198983748128,0.3422865670564044,0.6577134329435956,0.2814018406128989,0.7156963063528575,0.35549272459667736,0.6424010902677163,0.23274735578719946,0.7572712820432673,0.2957203741163244,0.7034367034106301,0.2153107457894535,0.7807052304338571,0.1329746017588304,0.8667335370205013,0.09147251942553485,0.900358945458938,0.1349254583863642,0.8643681599961026,0.1751287403075796,0.8179097694802103,0.022456631473892846,0.09775061421735157,0.8230379934198554,0.3536970967047687,0.379638078157627,0.18659730041297806,0.2263138980469357,0.3914476648536566,0.32082585185591744,79.90167504936443,81.55188416801154,25.227994518292032,20.669524122262807,3.68,3.55,3.61,-0.22972559928894043,-0.1235896497964859,0.3043249845504761,0.23695966601371765,-0.1466904729604721,0.3484398126602173,6.3491644859313965,0.24166302382946014,26.14088249206543,152.34056091308594,0.21457600593566895,0.9675045013427734,0,0,0,0,0,1,0,0,0.005,1.050792207430964,0.4090659022331238,2.5649492740631104,13.733333587646484,6.86536979675293,7.907040596008301,1,0,0.3343000113964081,0.12240000069141388,20,3321.597900390625,1511.5367431640625,2.3278205394744873,3.29229474067688,0.376014769077301,0.5566934943199158,NA,0.00794051366392523,NA,32,20,64,0.0061647407710552216,0,0,37,35,38,38,35,37,36,36
Togo,0.597236725540673,0.1941030978554455,NA,NA,0.5672986787767066,0.23210418347154516,NA,NA,0.6684351978633551,0.3148859468308945,NA,NA,0.5893438058657537,0.40475932801086834,NA,NA,0.4915797888210856,0.49306009122437755,NA,NA,0.5345302134761474,0.4630016308528197,NA,NA,0.5844889479811818,0.40932912821677814,NA,NA,0.4061587425973826,0.5544757514256613,NA,NA,0.396373897733841,0.5862051919648845,NA,NA,0.33364746676036816,0.6534215993373389,NA,NA,0.09888405056758953,0.27552140312751466,0.5598163026325549,0.44723287531335376,0.36537636766872744,0.15098187184898176,0.23162849802719937,0.42800480887233666,0.28197392669416055,62.16318984290201,NA,45.103985370978336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,29,29,32,32,32,30,29
Tunisia,0.7850380483163082,0.10342384462312874,0.4446891552340831,0.3391468449534046,0.8182414562901887,0.10688898269936056,0.7171642360079514,0.13679761243492325,0.6204735336238729,0.36765331706552445,NA,NA,0.5231887362691774,0.47017369082008426,0.6946692829092083,0.297086050857129,0.4409617017446712,0.5369775111619495,0.6209824563778055,0.3467029971702167,0.46819152387516577,0.529084542492739,0.28645260908170506,0.7092123144896416,0.5711282890711307,0.42235813077987727,0.4008414336921639,0.595391595991577,0.543519240522477,0.4521120097610758,NA,NA,0.27947713827426984,0.7177739631287823,0.12790904960309055,0.8550680904464049,0.44321058464238977,0.55298501596964,NA,NA,0.09403857773354371,0.31005502654129496,0.5420984819613169,0.3423075828748818,0.3167411238410335,0.30114590296645727,0.40059798909920297,0.3382946344709228,0.23902930020658975,54.362401728413026,76.18759356752761,46.110535527708606,23.346665725779786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,40,38,41,42,43,43
Turkey,0.49488088010525405,0.23549874126295153,0.7555938576033769,0.15404623503630274,0.6237038981720103,0.15424080045425198,0.8190499645073371,0.11500740638377106,0.43731588009599665,0.5483460156650645,0.6046679781371449,0.36422215943092756,0.5692047753552545,0.42332352359725994,0.5687247784434476,0.41991819869560154,0.3890853255444635,0.5814776578671952,0.48034215690956994,0.4915531979557558,0.26105464603215134,0.7288625219414188,0.14157080419615456,0.8447831825773544,0.35816612488345684,0.6305545781402115,0.33242783306356,0.6427513887784515,0.5779672562954664,0.41557803806460236,0.4746443701507279,0.49510165377872484,0.34474326204013916,0.6480841730658126,0.3382876043025401,0.6461634070253203,0.39031447032691596,0.6030356680045428,0.2583551512922499,0.7226401369946537,0.05607482859129701,0.37029199633062454,0.49964253422127164,0.6642460223807404,0.2574325565413883,0.06006263651584831,0.4187615768017759,0.42364162187246235,0.13140805971279573,48.288612968746335,58.504426528374715,38.644915191562575,31.51536332847171,3.63,3.59,3.61,-0.047398898750543594,0.023427221924066544,-0.44317981600761414,0.5167550444602966,-0.2789745330810547,0.12911024689674377,5.747701644897461,-0.2843511998653412,11.697257041931152,53.134071350097656,0.1604679971933365,0,0,0,0,1,0,0,0,0,0.001,2.620193178308081,1.0289136171340942,3.25809645652771,41.03333282470703,7.66180944442749,8.849973678588867,1,0,1.5501999855041504,1.3883999586105347,37,3653.70703125,1454.5018310546875,2.43393611907959,3.7992401123046875,0.1211589127779007,0.33297449350357056,0.006919573526829481,0.0012888610363006592,NA,46,37,85,0.022455237805843353,0,1,49,50,45,42,41,40,41,39
Uganda,0.7987356627077894,0.15258922602529656,0.9095145193319196,0.07624471863327646,0.7804592326365074,0.1785836074565474,0.7364367859500819,0.23359891071506556,0.7562657155207579,0.24158107386500902,0.6164126003654683,0.3835873996345318,0.7249829395419519,0.2713380276331949,0.6687948092947462,0.33039058305761054,0.6189580148430509,0.3695366226972721,0.6410816937726318,0.35562590039936154,0.4101416926089271,0.5885219048091659,0.3178200504373956,0.6821799495626044,0.45541226556742076,0.5431477809746469,0.37157258432448526,0.6272985723001838,0.46406725709250535,0.5359327429074946,0.3801898229719116,0.6196224926788176,0.3635668043028123,0.6354400649597025,0.25303911047175964,0.7467732051789695,0.3385675677424051,0.6573101975250621,0.2629408347624564,0.7370591652375436,0.1069175366239056,0.12577345457011277,0.7274522602728049,0.39861475029300764,0.334082517221435,0.2437198774706784,0.3515171549842238,0.3525381608073256,0.27781665285804297,70.41135807135882,65.30453950979359,40.635111746281396,25.917276895356412,NA,NA,NA,-0.2552556097507477,0.16258633136749268,-0.27726882696151733,-0.1740911304950714,-0.2819530665874481,-0.7064389586448669,3.456392288208008,-0.6062324643135071,22.423065185546875,98.106842041015625,0.969327986240387,0.9734439849853516,0,1,0,0,0,0,0,0,0.416,0.9132366639056453,NA,2.7725887298583984,0.3333333432674408,2.0014801025390625,5.802529335021973,0.984487771987915,0,-0.887499988079071,-0.8167999982833862,NA,3879.27880859375,1945.6302490234375,NA,NA,0.07815631479024887,0.1097804382443428,0.215641587972641,0,1.1200000047683716,NA,NA,NA,0.0019628149457275867,0,0,29,26,26,25,25,26,26,28
Ukraine,0.8018620688555519,0.07049308526595226,0.8526953699725465,0.028871419988543496,0.7397557662265243,0.11357494474279016,0.826608513797292,0.03419484038408458,0.5932167991587677,0.37016267319733764,0.5520083569537336,0.3463046255650175,0.5600233498660528,0.4225742607542746,0.5485451711642542,0.4032679812044117,0.6138691475449954,0.3443431774968232,0.556925740413835,0.3106545821340729,0.32224223357735954,0.6688851606092666,0.23687534359560514,0.7254146505587594,0.2634410635111795,0.7176723627634594,0.24813025906367225,0.7012080157437652,0.13895826199620293,0.8373499855655835,0.07679337174537017,0.8610332031991597,0.20882170021383586,0.7670951271999721,0.17144286570400788,0.7737612500785843,0.13032813219686484,0.854412053330944,0.12337585979379975,0.8158388485320979,0.048486808378609525,0.47036920238440805,0.34914262943545415,0.18090729856012117,0.4807116496232775,0.22310105030096739,0.3791868492621912,0.4470203831352931,0.12417463798907594,59.567003594045715,51.4300522572981,21.275827829908874,22.80109956111766,NA,NA,NA,-0.18166576325893402,-0.2186678797006607,0.16583691537380219,-0.19130994379520416,-0.12226596474647522,-0.09238698333501816,5.140294075012207,-0.009671222418546677,8.212998390197754,46.70626449584961,0.07453669607639313,0,0,0,0,1,0,0,0,0,0.026,0.415840020632231,0.2826295793056488,2.1972246170043945,50.41666793823242,7.9770073890686035,7.5012593269348145,1,0,NA,NA,25,4458.1435546875,1711.3148193359375,1.8034049272537231,3.0859999656677246,0.28760701417922974,0.4611184298992157,-0.13985507190227509,0.9793819701335451,NA,55,25,95,0.029928358271718025,0,1,26,25,26,27,29,30,32,30
United Kingdom,0.4125091840610093,0.5142038086322017,0.5244722492676793,0.3569856371884906,0.47225322600718417,0.45353487515174823,0.43703205850030397,0.38637898837055296,0.7666467178399915,0.2308320072626815,0.8148416539969414,0.17471064075398224,0.6697837569197691,0.32874058742712636,0.6684337263815672,0.33011656570370473,0.7813366519794596,0.2170679409294387,0.8405884394117682,0.15642466326336,0.2663458794793642,0.7336541205206358,0.24105289646367759,0.758665270188204,0.3741321893308709,0.6258678106691292,0.3252334284008573,0.6747665715991427,0.3560340422677774,0.6425611355256435,0.3955316511213543,0.6036023486251105,0.2486646158926358,0.7505470851260367,0.1996760718201435,0.7998909280530889,0.12987837898254492,0.8693742183134447,0.16874234616863365,0.8312576538313664,0.08116675053556516,0.5099797013817022,0.37536236310584686,0.770173974680233,0.1731858116512055,0.05011228745975865,0.6953819211266588,0.1897098239263517,0.10999829019579045,75.67209727094921,77.7170406467377,27.50110211906387,21.141459534858413,3.49,3.44,3.47,0.5350247025489807,0.04868467152118683,-0.03833173215389252,0.024550387635827065,0.028450366109609604,0.23470205068588257,6.037263870239258,0.10667736083269119,8.462252616882324,96.35587310791016,0.029434600844979286,0,0,0,0,1,0,0,0,0,0.522,0.5684037130962595,1.0598899126052856,3.332204580307007,51.5,9.746874809265137,10.535714149475098,1,1,0.0746999979019165,1.3883999586105347,89,3232.308837890625,1182.326416015625,2.1785714626312256,NA,0.3002386689186096,0.27085286378860474,NA,0.9663661638915073,3.700000047683716,51,89,35,0.5393261313438416,1,0,74,76,78,81,81,82,80,77
United States of America,0.762768375918493,0.22465109568660566,0.6634411429300804,0.3032203294782476,0.641266148083122,0.34746880440043215,0.6054816949977233,0.33968034949267,0.7968867005066347,0.20067563765701843,0.8006814445515361,0.19681963094097576,0.6834722965792981,0.31652770342070186,0.6725300832376422,0.3235199142866201,0.8290484087556684,0.16761374091641157,0.8376992992786211,0.15903565362263478,0.264306182817286,0.735693817182714,0.29798114584421037,0.7014788713835236,0.3529097380521693,0.6470902619478306,0.38361931269332533,0.6163806873066746,0.5044388236043291,0.4951647093274864,0.4676511614529147,0.5295231502361849,0.23069693961752374,0.7693030603824762,0.20899409844720246,0.7910059015527975,0.1478943069912097,0.8521056930087902,0.19276750046753194,0.8053888164288326,0.04385274658630025,0.5293959730765044,0.42578765733350654,0.7003945075412188,0.23103069273771665,0.061476898492039626,0.6195381411667399,0.3145443797169676,0.06591747911629249,76.98074550302563,78.98182098055905,30.004919821650354,28.135043183725323,3.78,3.67,3.72,0.8112621307373047,0.11658679693937302,0.20365002751350403,0.011553643271327019,0.40642887353897095,0.15036696195602417,5.805993556976318,0.36423441767692566,6.528522968292236,61.31852340698242,0.44615399837493896,0.0012685999972745776,1,0,0,0,0,0,1,0,0.211,1.0734555202211222,1,3.7135720252990723,40.75,12.330272674560547,10.67924976348877,1,0,NA,NA,91,3596.41943359375,1456.7401123046875,1.965375542640686,3.269688606262207,0.375386118888855,0.29310622811317444,0.0648876205086708,0.8340679063423808,3.940000057220459,26,91,46,0.5378612875938416,0,0,73,73,74,76,74,75,71,69
Uruguay,0.48159747104463274,0.40417554271679573,0.3894076709430766,0.42923670432990385,0.547838982894889,0.32866374328861686,0.4824942790473732,0.345836692953335,0.8719355496486021,0.11367130247591388,0.7963037275994662,0.1809047724080952,0.7244014485089275,0.2548224013740825,0.7459318534974269,0.2442302921217286,0.881732731790988,0.11073407931666092,0.8066734631966891,0.18061725585075766,0.32325943669061885,0.6742027242821611,0.25189175561026494,0.7432603660447324,0.3765724983999285,0.6214846089488532,0.4510277037386836,0.5430020831138076,0.34460582785282523,0.6455480385425368,0.26459699677725007,0.7241609326022316,0.20000090221190323,0.7954510869810976,0.18842202703590438,0.8027340315575703,0.09104855017652211,0.9080203795058239,0.1169229750958683,0.8788348434546653,0.04973919958163534,0.42259407961080725,0.49072248850381633,0.31420422733873293,0.4568374490575449,0.19715411150524906,0.4031410499644931,0.43753447699325637,0.13414105150590896,79.08416772613576,76.43153652801301,26.70974430663571,24.669632483913336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,73,73,74,71,70,70,71
Venezuela,0.7914268558657177,0.15618043542599608,0.6979022570252853,0.14259065322058737,0.8128164066404125,0.15453676894001592,0.6852703452352774,0.14326117476855024,0.7915122269200331,0.2054923743179035,0.8405957055296702,0.15752722395781713,0.7411352747619522,0.25693809909490184,0.7897222338353409,0.20997675880169375,0.7291065409128329,0.27089345908716705,0.8161719243587254,0.1838280756412745,0.33561390002806446,0.6643860999719354,0.24386706448876488,0.7549980736768961,0.555071530201525,0.4435478779344683,0.27636867438249374,0.7205729004776847,0.4752140733263529,0.524785926673647,0.26588697649817156,0.7307535909990417,0.31652571334145496,0.68298951187462,0.12140283563484283,0.8785971643651572,0.18064939779775338,0.8184272780359809,0.14462211908155215,0.8540484945857848,0.05421834872762495,0.13207752461522076,0.8027686990186271,0.07030030515510137,0.13829546132984222,0.7812728292795973,0.2587038032336952,0.4503875916030625,0.28417203311390155,77.69180193410439,86.54123052310871,37.261492293903004,15.689128558983903,3.39,3.13,3.26,-0.22711750864982605,0.24952252209186554,0.04784287139773369,-0.20394811034202576,0.08039962500333786,0.11499140411615372,5.708983421325684,0.11880350857973099,25.418004989624023,160.79885864257812,0.1275700032711029,0.8022332191467285,0,0,0,0,0,0,0,1,0.01,0.633912194204443,0.6489617824554443,0,10.583333015441895,3.4965076446533203,8.626592636108398,1,0,NA,NA,12,3316.14501953125,1457.9117431640625,NA,NA,0.14849384129047394,0.42124998569488525,0.4541480243206024,8.373684249818325e-4,NA,16,12,76,0.018435891717672348,0,0,19,20,19,17,17,18,18,16
Vietnam,NA,NA,0.5797498995121488,0.14756794894925307,0.5132955553481006,0.13818630429979922,0.6117020829544804,0.09270432625208025,0.9078804390858467,0.0891932422170933,0.6003068620283587,0.32231252189167525,0.8644777394018427,0.13407598427875997,0.6521239184757426,0.3310445000417319,0.5831114178028799,0.4029073322854829,0.39652131137397023,0.5497102197418308,0.1193889065110171,0.8791326991912548,0.09612673296324371,0.8978424316436605,0.2741341461596546,0.723673998430666,0.33051015088875907,0.6522001815988689,0.20453567975505488,0.793382901313208,0.22555381356047108,0.746847507674799,0.17207733582970777,0.8268219399990707,0.1459731215951603,0.834077251272251,0.11108768026453206,0.888460359150768,0.0884683062842528,0.8861085927561905,0.03116185456907983,0.2891183191811314,0.5687256565109737,0.45571101142891635,0.3968628626851822,0.07464445987430125,0.2898993788333591,0.4912102698150805,0.1315145041625348,75.81606481663779,66.39999095351455,17.62447497039933,18.751359194431963,NA,NA,NA,0.11049969494342804,-0.00868162140250206,-0.26562613248825073,-0.14012926816940308,-0.15891523659229279,0.14363136887550354,5.787522315979004,-0.1863996684551239,24.3798828125,150.348388671875,0.07999459654092789,1,0,0,0,0,0,1,0,0,0.007,2.053842020610186,NA,0,21.016666412353516,5.687314510345459,6.5820698738098145,1,0,NA,NA,20,2511.38671875,1311.5460205078125,1.7076271772384644,NA,0.4781341254711151,0.5515030026435852,0.33912113308906555,0,NA,57,20,30,0.0011542157735675573,0,0,31,31,31,31,33,35,33,37
Yemen,0.6736427689888714,0.12595875608016316,0.757903743646203,0.16150702264014402,0.5309179769461767,0.1804864161660391,0.7237832598749532,0.16893173309311482,0.5333309720449556,0.44999071889514136,0.5448640542786466,0.45463770309457474,0.549131660404919,0.43620466410528275,0.5699968352144842,0.42442238544788313,0.5324130948754862,0.45378507259802736,0.5774499761638399,0.4135408237318951,0.3585267864892069,0.6404308225440829,0.38814008174393744,0.6104926342449277,0.32306200589597867,0.6699108197674177,0.40127216513782804,0.5956875354430101,0.24475315997065955,0.7419955327500743,0.27827851497390743,0.7155045745634231,0.13120884631962906,0.8597095407723165,0.22931590089625975,0.7684657843345906,0.17809719828660528,0.8097375244498987,0.4547364208302154,0.5447758864001219,0.13079081150166308,0.3346536177322653,0.3616954320260394,0.22950840409082465,0.32440360351847475,0.28172954512160875,0.5561082728853051,0.3106582381311204,0.08727035379250926,56.133884945641206,60.74160777338254,24.712959939241607,36.828232167432766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,18,19,18,14,16,14,15
