geography,corrupt_government_yes_2019,corrupt_government_no_2019,corrupt_government_yes_2009,corrupt_government_no_2009,corrupt_bussinesses_yes_2019,corrupt_bussinesses_no_2019,corrupt_bussinesses_yes_2009,corrupt_bussinesses_no_2009,smile_laugh_yes_2019,smile_laugh_no_2019,smile_laugh_yes_2009,smile_laugh_no_2009,rested_yes_2019,rested_no_2019,rested_yes_2009,rested_no_2009,enjoyment_yes_2019,enjoyment_no_2019,enjoyment_yes_2009,enjoyment_no_2009,physical_pain_yes_2019,physical_pain_no_2019,physical_pain_yes_2009,physical_pain_no_2009,worry_yes_2019,worry_no_2019,worry_yes_2009,worry_no_2009,stress_yes_2019,stress_no_2019,stress_yes_2009,stress_no_2009,sadness_yes_2019,sadness_no_2019,sadness_yes_2009,sadness_no_2009,anger_yes_2019,anger_no_2019,anger_yes_2009,anger_no_2009,stranger_return_bag_very_likely_2019,stranger_return_bag_somewhat_likely_2019,stranger_return_bag_not_likely_at_all_2019,police_return_bag_very_likely_2019,police_return_bag_somewhat_likely_2019,police_return_bag_not_likely_at_all_2019,neighbor_return_bag_very_likely_2019,neighbor_return_bag_somewhat_likely_2019,neighbor_return_bag_not_likely_at_all_2019,positive_index_2019,positive_index_2010,negative_index_2019,negative_index_2010,mean_empathic_concern,mean_perspective_taking,mean_total_empathy,patience,risktaking,posrecip,negrecip,altruism,trust,intentions,social,temp,precip,distcr,kgatrstr,western,wb_ssa,wb_mena,wb_eca,wb_sas,wb_eap,wb_nam,wb_lac,reli_b_prot_2000,rugged,ctfp_ave,ln_total_conflicts_prio,abslat,ln_patents_ave,lngdp_ave,mean_prediction_ftr,island,geo_conditions,bio_conditions,hfs_idv,CSIPost1500Ex_aa,ASIPost1500Ex_aa,wvs_important_risk,wvs_important_serve_society,wvs_trust,wvs_child_save,family_ties_pca,nopndrop_wals_w,volunteering_gdp,hofstede_lto,hofstede_idv,hofstede_uai,ln_articles,europe_west,europe_east,cpi_score_2012,cpi_score_2013,cpi_score_2014,cpi_score_2015,cpi_score_2016,cpi_score_2017,cpi_score_2018,cpi_score_2019
Indonesia,0.7955658094869341,0.11880773696431288,0.8225131729062323,0.07553660573241937,0.7809021865329511,0.13643924566089782,0.784893442164348,0.0785050574619316,0.8947453600207507,0.09595519232060701,0.8563783031899739,0.12235296166793641,0.8169546267496913,0.18175298780560542,0.873616671659532,0.12409968397857772,0.8418594570231961,0.15147909851379235,0.8689695603680467,0.12696674987377937,0.2620382593664633,0.7355399721664068,0.16573228276492166,0.8308431279040429,0.39984437379044846,0.5985329176456053,0.25091452951137,0.7461005944992959,0.13295912217579603,0.8651232355336322,0.04365514992850955,0.9492673072560437,0.27470482125723183,0.7231528591491936,0.15355626926825774,0.84289751106265,0.23036503963613164,0.7680651406092492,0.1722311209449384,0.8262083629703321,0.04257307349371136,0.21501684126584558,0.689257834642343,0.5174446433091099,0.3072049856364051,0.1317908907548519,0.3783216611871724,0.40079122124980776,0.1825140938452085,82.43793267435507,77.42722429460471,25.998232324521428,16.926703438238977,3.61,3.63,3.62,-0.36182090640068054,-0.321643203496933,0.14521285891532898,0.1512729823589325,0.10292664915323257,0.2635972201824188,6.116502285003662,0.24595066905021667,25.852054595947266,211.53782653808594,0.07618450373411179,0.8772684931755066,0,0,0,0,0,1,0,0,0.057,0.9671950269565491,0.36293134093284607,1.7917594909667969,6.133333206176758,5.855890274047852,7.18245792388916,0,1,-0.23190000653266907,-0.49459999799728394,14,2513.651123046875,1294.1427001953125,2.8883745670318604,NA,0.4556390941143036,0.48955222964286804,0.4076201319694519,0.7184742082245066,NA,62,14,48,5.942158168181777e-4,0,0,32,32,34,36,37,37,38,40
Iraq,0.8950900015091817,0.07821723335444593,0.7355783879333203,0.14629027457198102,0.832383944676017,0.13804197526339623,0.7746797682311135,0.10972079794923699,0.5990675725114293,0.39848111539929765,0.5899208764024202,0.3815974578813689,0.5169625713961254,0.4798300517396009,0.5513025029615307,0.4294956003273736,0.5127870333528088,0.4867453659580905,0.48341081821154186,0.4866796308153014,0.5407328798519567,0.4574221273145056,0.43721172858881385,0.5484179688617252,0.5730523320316655,0.4264031343253755,0.5153443039236248,0.45784827028924996,0.5041314336374492,0.49354339718209683,0.368878235723541,0.6108406583562038,0.4576010606771373,0.5412096382762079,0.32712925256591674,0.6348344787204852,0.45553822013978307,0.5427055346683846,0.40461399804759,0.5743915392884006,0.13481503012550003,0.3665579135245916,0.4305676042216794,0.42511784796825636,0.3340408194700478,0.21909045228930357,0.578868746985834,0.26941325794254445,0.13853518865865413,59.19551721778031,54.64988025557596,50.621118526759844,41.89213485317477,NA,NA,NA,-0.41695645451545715,0.16578853130340576,-0.28882601857185364,0.09443917125463486,-0.23216478526592255,0.2896195352077484,6.187862873077393,-0.10890515893697739,20.999048233032227,19.284812927246094,0.5005559921264648,0,0,0,1,0,0,0,0,0,0,0.6703619977909338,0.7479933500289917,2.4849066734313965,33.33333206176758,NA,7.542588710784912,1,0,NA,NA,30,1819.582763671875,778.97039794921875,2.208930015563965,3.809924364089966,0.41713032126426697,0.29521360993385315,NA,0,NA,25,30,85,0.005438006483018398,0,0,18,16,16,16,17,18,18,20
Ireland,0.3182585902246139,0.5518513082268676,0.5594055193272228,0.3602200540142796,0.3237507976215294,0.5486989254542316,0.49895438715942153,0.3995065817906336,0.8197443658811173,0.17375798125787081,0.8236895336252957,0.166276106143105,0.7152956150980283,0.2807986132686582,0.7037290146439235,0.29627098535607654,0.7902956158355259,0.2097043841644741,0.8330209771351986,0.16114166633427948,0.2165544602800154,0.7834455397199845,0.18693986747225108,0.8091258620889425,0.34489345096938184,0.655106549030618,0.2832498601870314,0.7109127832824467,0.4261430082085452,0.5714504865058351,0.40296775899978093,0.5911948844696971,0.1942097139389734,0.8057902860610265,0.22413123310575267,0.7700314103637255,0.13079638791427678,0.8692036120857232,0.19352549775251437,0.8056695527052369,0.10578853122123771,0.5050379857264701,0.37774893062113934,0.7766303250374378,0.16270612173753338,0.059926713052256934,0.7377508505645343,0.19173154474431578,0.06191179330789185,78.56754661212382,79.74827814530212,26.251940426223566,21.768632472529617,3.56,3.49,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,72,74,75,73,74,73,74
Israel,0.6823341595613956,0.19583520735625715,0.8680764815080163,0.07255808098052206,0.612077547578909,0.2488033211460763,0.8469036359117706,0.06860143046283099,0.599157273733164,0.393131970423763,0.6213058886905969,0.3552378554163697,0.6633624980039943,0.33099165226281213,0.5844928964944284,0.4128528672262544,0.6542316280981333,0.32864804638546846,0.70685402510412,0.2720919186755539,0.312728490649825,0.6801242199858543,0.3821598111189252,0.6131536197613865,0.3740373166058456,0.6150132498242227,0.43001880254467184,0.5653191273531666,0.36545450391698436,0.6294426072660378,0.35702579774325627,0.6346567250801713,0.19248486939964435,0.7985622907204672,0.24136434205875784,0.7530808008172766,0.22255932660317693,0.7713428499275732,0.3058911695758958,0.6901901159046343,0.05798231779463237,0.3906618871411436,0.4719818372071462,0.46822378986296326,0.43786776094449625,0.07490034579799258,0.4578360974603998,0.4106945436958788,0.1051368097987158,66.60899466497793,62.33026859615763,29.345290143509413,35.80353463675087,3.66,3.62,3.64,0.45680537819862366,0.24376137554645538,-0.009948547929525375,0.19927367568016052,-0.32634466886520386,-0.053660519421100616,5.246492862701416,-0.18840144574642181,18.717872619628906,24.987075805664062,0.06953610479831696,0,0,0,1,0,0,0,0,0,0.004,1.7053308226565027,0.8469882607460022,2.6390573978424072,32.08333206176758,7.282279968261719,9.901178359985352,1,0,1.3525999784469604,1.3883999586105347,54,2873.5302734375,1226.9051513671875,NA,NA,0.23458904027938843,0.19766472280025482,NA,0.8869247762486339,2.369999885559082,38,54,81,NA,0,0,60,61,60,61,64,62,61,60
Italy,0.8233771049669101,0.1378930074525714,0.7293495274474069,0.10585035952971036,0.848506952018831,0.12137880161798534,0.8202656894005276,0.08420767069972315,0.6823921444314556,0.31713680704611813,0.8202515189032009,0.1645816555539753,0.5954309937637151,0.40456900623628494,0.6351201565988349,0.3496248103002573,0.5781460782353351,0.42066713715567067,0.7318724292981201,0.24086026345401912,0.279145884367071,0.7208541156329289,0.25942713780443294,0.7273673025778925,0.4519984648518227,0.5480015351481773,0.4330000198545541,0.5533105816180537,0.47997403471436434,0.5200259652856357,0.43504388886640244,0.5516743737845542,0.31519258170824765,0.6848074182917524,0.25475661687102585,0.7318141841797525,0.21758924965342577,0.7808690603137207,0.13685320129924983,0.8478169546297989,0.05029706129017101,0.3248648530403609,0.6144852251406768,0.6109094687504373,0.3623959789846529,0.026694552264909927,0.40022885109383377,0.459767015109639,0.13697801123731093,64.55626280604227,62.096487092487926,34.87800430589863,24.749494561930554,3.66,3.59,3.62,0.10848815739154816,-0.09364677220582962,0.1764194369316101,0.311279296875,0.34591156244277954,-0.07473386079072952,5.188704013824463,0.21582931280136108,12.63668441772461,68.93706512451172,0.05162879824638367,0,0,0,0,1,0,0,0,0,0.007,2.457955223081423,0.877672553062439,3.044522523880005,41.88333511352539,9.081881523132324,10.329455375671387,1,0,1.6414999961853027,1.3883999586105347,76,4075.689453125,1652.408935546875,NA,NA,0.29171037673950195,0.39426878094673157,NA,0.006057370628695935,0.9100000262260437,61,76,75,0.2336065024137497,1,0,42,43,43,44,47,50,52,53
Jamaica,0.7397961219456455,0.12286665186553808,NA,NA,0.7657371719051891,0.08370364861401083,NA,NA,0.7903490997258152,0.20557668357474534,NA,NA,0.658606932126111,0.3388480181074194,NA,NA,0.7064325706025858,0.291241262350967,NA,NA,0.29992040795430036,0.6969207396074035,NA,NA,0.25606380744017915,0.7433983686516251,NA,NA,0.2297693135985891,0.7636134613803183,NA,NA,0.18424134101849965,0.8106323438569131,NA,NA,0.1464949551911953,0.8535050448088046,NA,NA,0.11015926107447693,0.257505369944637,0.5689895948615968,0.28509311837024104,0.3631643326947461,0.2788322398576338,0.3923339667459987,0.3515690861697675,0.2145508989900328,73.4647594688102,NA,22.329796504054702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,38,41,39,44,44,43
Japan,0.5198661462692407,0.35289169269399906,0.7212447318065354,0.21494081502343818,0.5250769529318878,0.3018219638780913,0.6528065482969275,0.2600300097901679,0.7587456204426698,0.2329251983388316,0.8134252311392481,0.1799258729426893,0.7513380864979866,0.24645202863615207,0.7639119159159846,0.2360880840840154,0.7046479786173505,0.2748336068435744,0.7541354392851327,0.23617973094661213,0.2330330256640355,0.7664457826306718,0.18705488739452394,0.8125694249861288,0.32067840418902,0.6781480599581889,0.24381218941460014,0.7558121229660526,0.37859786370440696,0.615296017739936,0.3381278145895992,0.6574298901826412,0.12870949021061204,0.871290509789388,0.11127986222858821,0.886726578422571,0.13363656081804168,0.8652170987188906,0.15394585205234362,0.8450027694989882,0.05328533843265651,0.575898838990168,0.3472019541501979,0.5779233173016289,0.36921188986988934,0.04251282909598153,0.4663469241137991,0.44836631438159985,0.07172765678117966,69.74014620833285,78.62230166849764,23.893106891722326,21.100478715543485,3.58,3.6,3.59,0.10841258615255356,-0.3558382987976074,-0.23702187836170197,0.22034327685832977,-0.2410411536693573,-0.5187299251556396,3.9711427688598633,-0.47839006781578064,12.14266586303711,143.85379028320312,0.039792098104953766,0,0,0,0,0,0,1,0,0,0.006,2.132432074675637,0.7430371046066284,1.0986123085021973,35.66666793823242,12.69625186920166,10.478246688842773,0,1,-0.21619999408721924,0.12240000069141388,46,4051.28955078125,1629.16552734375,1.1645530462265015,2.1506409645080566,0.40742212533950806,0.4445532560348511,-0.5101289749145508,5.469818133860826e-4,0.8199999928474426,88,46,92,0.2916796803474426,0,0,74,74,76,75,72,73,73,73
Jordan,NA,NA,0.5680971303526645,0.23211342868997145,NA,NA,0.6320176215978972,0.19661916974955704,0.6255525858394873,0.3674791043475999,0.6676364519502974,0.32298320374716943,0.5385703075480837,0.4614296924519163,0.7271607856130011,0.27283921438699893,NA,NA,0.6294100966875127,0.36662799858461737,NA,NA,0.389558159984381,0.6068777866274162,NA,NA,0.35532111042028375,0.6376892959098085,NA,NA,0.3374407550957396,0.650624266773525,NA,NA,0.17903106841256208,0.8111545149744996,NA,NA,0.32158146975120666,0.6773366230082618,0.09078660022275371,0.43778813242743736,0.4529379956365902,0.6152623419617146,0.2862870376178315,0.08880912863232387,0.4818692161274755,0.38842476327201847,0.12168482800058793,61.935087843129125,65.58295032456516,NA,35.35750884795538,NA,NA,NA,-0.4184761941432953,-0.1248016506433487,0.28744587302207947,-0.3151598274707794,0.15912073850631714,0.3898036479949951,6.462595462799072,0.40172308683395386,18.66828727722168,11.25072193145752,0.23517300188541412,0,0,0,1,0,0,0,0,0,0.003,1.096743720775841,0.3581639528274536,2.397895336151123,31.950000762939453,3.8979239463806152,7.78478479385376,1,0,1.3422000408172607,1.3883999586105347,30,2040.6063232421875,893.361572265625,2.927480936050415,3.9958159923553467,0.24052396416664124,0.23875240981578827,0.323604017496109,0.005558450240641832,NA,16,30,65,NA,0,0,48,45,49,53,48,48,49,48
Kazakhstan,0.551033122398651,0.16478586691568714,0.5986453417633582,0.10160510128313915,0.4605362975317456,0.22940349728426013,0.5881703290856418,0.12106731807404654,0.6772054658704043,0.2243939205933493,0.5984933949456267,0.2832025926948648,0.7589516738276031,0.2242832240302244,0.6377256427009509,0.3095006969966785,0.7653176075283213,0.1717164376093472,0.6384856787615235,0.28454377015537585,0.20829338799890346,0.7866496762070798,0.21571142151429923,0.7546199119089985,0.16743392284789785,0.8261847221168661,0.16571310357488964,0.794492115850854,0.1236279551967116,0.8550920379030795,0.07481126696608256,0.8857729402997672,0.12925592901338276,0.853092411453447,0.11231934853582314,0.8408229645400943,0.12551435211135134,0.8655778465030936,0.11331836941467159,0.8503651914348145,0.07836123696922506,0.4277122169634628,0.39458376601759065,0.4328765546802184,0.3959235179570965,0.11588915813903014,0.4959390431728589,0.35149458626626606,0.08343697502638056,72.12223043207752,62.60047140913093,15.082510943364854,14.11238298904325,NA,NA,NA,-0.25865525007247925,0.24510741233825684,0.3076663017272949,-0.20160871744155884,0.17297221720218658,0.15293806791305542,5.81304407119751,0.30262577533721924,5.8182501792907715,21.956785202026367,2.291679859161377,0,0,0,0,1,0,0,0,0,0.002,0.3724780205611157,0.48860591650009155,1.7917594909667969,43.25,7.189922332763672,8.251646995544434,0.7154619693756104,0,NA,NA,NA,2291.803955078125,910.83935546875,1.847333312034607,3.2246665954589844,0.3880000114440918,0.5253333449363708,NA,0.8071289690560661,NA,NA,NA,NA,0.007066286168992519,0,1,28,26,29,28,29,31,31,34
Kenya,0.7738287810513272,0.18175475657829898,0.9376301978362108,0.03486879452868632,0.7473309615932466,0.21508904607866006,0.8332414445159134,0.1329105194537897,0.760196685721692,0.23621944677059903,0.7293199174369868,0.26756635361960773,0.6782568967060514,0.32174310329394856,0.6888696497685857,0.31113035023141433,0.7335514238307456,0.26038138750292183,0.7333999993996696,0.2666000006003303,0.3430824954461254,0.6569175045538745,0.22716874323948746,0.770531783163759,0.3012224646667828,0.6941684698636069,0.2402302704681622,0.7577128224022058,0.31759027005310897,0.676197966057733,0.25151803214722696,0.7444831489650793,0.24567270351502415,0.7463993357257968,0.15314889708620558,0.8447941957841625,0.20390213641258603,0.7954962686659717,0.15397253233601815,0.8450218030682576,0.11899328096491052,0.22303424589872364,0.6274895799887018,0.3958540730582825,0.2883332599727563,0.30451735817425085,0.376722108763592,0.3759960714584474,0.2347700083860205,72.764766846526,77.77048314168574,28.229401401872522,14.853435253001345,NA,NA,NA,-0.07622268795967102,0.2439042031764984,-0.3184950053691864,-0.09605418145656586,-0.31699398159980774,-0.4223032295703888,4.23557186126709,-0.501927375793457,24.445188522338867,62.469722747802734,0.43426501750946045,0.4907439053058624,0,1,0,0,0,0,0,0,0.295,0.6690699428231338,0.18139056861400604,1.3862943649291992,1.2833333015441895,4.11903715133667,6.278174877166748,1,0,-0.8812999725341797,-0.8167999982833862,25,3180.12353515625,1466.634765625,NA,NA,NA,NA,NA,6.000528228469193e-4,1.0499999523162842,NA,25,50,0.011039813980460167,0,0,27,27,25,25,26,28,27,28
Kosovo,0.8598263936392115,0.08072601682652342,0.8326653074645013,0.024860228776460477,0.8674826491961504,0.0730112681641974,0.8160257819056278,0.030727722502451895,0.705022019895794,0.2710000492255782,0.4562028221958404,0.4577488503547559,0.6396865075427618,0.35524527600731143,0.7668724633526177,0.21270123935625182,0.7595409154762621,0.2286657844672223,0.6491301385656265,0.2993369237114053,0.2592830468561694,0.7398845808523251,0.25250509112658726,0.7210215378212855,0.20392588803438474,0.7902964862757901,0.24921418663802805,0.7243514362970976,0.29586911559131496,0.7027311300979823,0.30326366101986874,0.6737510381314762,0.06372943803621552,0.9348603066694611,0.07392017105666536,0.903243604315212,0.15331836788879144,0.8433126458484032,0.17693119473341815,0.7851134543035994,0.06704724669813772,0.48932760791835045,0.42409663627039385,0.5568622329382729,0.321161068223588,0.10745304910281847,0.3808546199383174,0.4402125527898942,0.16631765321625777,67.70242874169679,72.42669791486614,19.522517128137423,14.923365336679971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,33,33,33,36,39,37,36
Kyrgyzstan,0.7650802622820508,0.08078491970679924,0.8024515865489877,0.076348469241334,0.7402784706754946,0.10109797395206796,0.773994830505455,0.09450693838345917,0.7856746094803381,0.1898719165813886,0.6295673397742991,0.34388332926216314,0.7765008114591311,0.22016442564869096,0.6737942412845407,0.3236084412370296,0.7071299412557832,0.27050078071103656,0.6773048518627022,0.3119102006056445,0.2119444004765835,0.7788454100143035,0.2215763587873113,0.7697195991160648,0.20643496815487494,0.7787591674749883,0.18213670725650097,0.804679075352775,0.1027091483251368,0.8882259340870032,0.13547969015374903,0.8486998686533889,0.19953196830488443,0.790633044221514,0.19250358811811802,0.7967768828662501,0.2157381869148575,0.7806966422779711,0.1105069105892574,0.879414790075548,0.060657736475411186,0.28296710477571,0.4965018117071192,0.2832754978728668,0.3366618842888051,0.24493092841001818,0.4600234559109113,0.33972514245417296,0.12226669443534412,69.8928611531467,59.63521452341767,18.727173443526762,12.036932862114721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,27,28,28,29,29,30
Latvia,0.6169860875998641,0.14673011278936088,0.720147012825631,0.049220064123097845,0.597371449994266,0.18101858445381244,0.7940722719346751,0.04314081883299553,0.46479380618428007,0.48844830461439454,0.4897820633478741,0.467045518187817,0.6161403657597435,0.36983947276981,0.560809068020377,0.4242635942848514,0.6370579851592575,0.3281018444684022,0.6573935973746937,0.30188978258117083,0.21142198337402926,0.7850950056049861,0.23156745987658395,0.7604753457873308,0.3268642482041244,0.6576774672418354,0.4231084834958494,0.5629122409961034,0.23853300011648718,0.7453635207525091,0.2957870180972826,0.6913217075839565,0.1953461126444911,0.7836201552674886,0.2672189628659895,0.7132290556321493,0.11258993401581761,0.8742973284345705,0.056481995401286296,0.9132435663204145,0.029394369816676917,0.3995192009343521,0.4966040537288477,0.43533251791772687,0.40808113707364624,0.10116110396170654,0.37856178717846234,0.4800866520817974,0.08011243985469499,61.03730714521568,NA,21.69510556709862,NA,3.34,3.4,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,53,55,56,57,58,58,56
Lebanon,0.9605710435770891,0.027170176869241676,0.8645314008738173,0.06927804772481355,0.7951545924165374,0.18839267981578092,0.9061293922405123,0.05442094828271294,0.3303816622815378,0.6654802044384328,0.6071645349045571,0.37958088487977343,0.4709058070340266,0.5290941929659734,0.5620475091859314,0.42912734356242777,0.3123792663268746,0.6868557094492466,0.5115312600937012,0.4719815994591807,0.3070916704351715,0.690199498463241,0.3614202707649716,0.6362752872968607,0.6465163139764731,0.3524559539004512,0.44188720069432347,0.5554524193824754,0.6136421441338888,0.3863578558661111,0.5258861018271755,0.4708472330207486,0.404719576757152,0.5947243236756474,0.2917567606866115,0.7054330510374532,0.4304685036498712,0.5683830801003923,0.390172009591977,0.606173099147382,0.035649684111029104,0.42945538362831553,0.5126565922907166,0.4075122901948362,0.48509070484641365,0.10489399112201304,0.44002874887858756,0.4872837401980557,0.0698068451655061,44.73557641546307,57.76021303897079,48.04876417905086,34.60864640350962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,28,27,28,28,28,28,28
Lesotho,0.8583791452917462,0.07111745415218602,NA,NA,0.8111201223876622,0.09013744378464493,NA,NA,0.7580156739753302,0.2322430360645322,NA,NA,0.5782315573040591,0.4199578102169863,NA,NA,0.6972100846728537,0.2915385531576371,NA,NA,0.4000311629994105,0.5985566206496933,NA,NA,0.44469837313131927,0.5535106626457055,NA,NA,0.34326699950909634,0.6525966625703118,NA,NA,0.20572366327205763,0.7919985492720073,NA,NA,0.16995861232994677,0.827524250074514,NA,NA,0.1722611593774598,0.24811882336138005,0.5558486919548847,0.6631082219902902,0.17267305734833435,0.1447286479958973,0.5177138295457241,0.23744666071279014,0.22041925602465906,70.18847084702115,NA,31.273576224836848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,49,49,44,39,42,41,40
Liberia,0.7708612474478137,0.1530993381843418,NA,NA,0.7631600742945323,0.16603695493351017,NA,NA,0.7709841129576427,0.22765870430742483,NA,NA,0.6430532227207532,0.35501031934786537,NA,NA,0.4985086086104706,0.5014913913895295,NA,NA,0.500229657095185,0.4984994595089864,NA,NA,0.5191952275166218,0.4808047724833783,NA,NA,0.39858234532085174,0.587301297619308,NA,NA,0.4414277248149271,0.5531087104489593,NA,NA,0.2067489992312624,0.7905788730013652,NA,NA,0.20513573315019656,0.18827532217285062,0.5794529305232913,0.3729748317711539,0.1603618655066695,0.43267168241652326,0.4050597097133644,0.19939250797745312,0.3778975994099742,67.97647949134522,61.66825782923644,41.3236790795767,22.992498278010597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,38,37,37,37,31,32,28
